ship_name,upgrade_name,frequency
SSD Command Prototype (220),Agent Kallus (3),59
SSD Command Prototype (220),Shields to Maximum! (6),88
SSD Command Prototype (220),Intensify Firepower! (6),209
SSD Command Prototype (220),Gunnery Team (7),385
SSD Command Prototype (220),Heavy Ion Emplacements (9),50
SSD Command Prototype (220),Ravager (4),323
SSD Command Prototype (220),Commander Vanto (7),212
SSD Command Prototype (220),Captain Brunson (9),116
SSD Command Prototype (220),Take Evasive Action! (6),316
SSD Command Prototype (220),Leading Shots (5),38
SSD Command Prototype (220),H9 Turbolasers (8),16
SSD Command Prototype (220),Executor (2),228
SSD Command Prototype (220),Director Krennic (8),76
SSD Command Prototype (220),XI7 Turbolasers (6),144
SSD Command Prototype (220),Reserve Hangar Deck (4),5
SSD Command Prototype (220),Director Isard (3),5
SSD Command Prototype (220),Admiral Titus (2),26
SSD Command Prototype (220),Chart Officer (2),9
SSD Command Prototype (220),Darth Vader (4),3
SSD Command Prototype (220),Annihilator (8),46
SSD Command Prototype (220),Captain Needa (2),160
SSD Command Prototype (220),Lira Wessex (2),68
SSD Command Prototype (220),Local Fire Control (4),142
SSD Command Prototype (220),Flak Guns (3),95
SSD Command Prototype (220),NK-7 Ion Cannons (6),2
SSD Command Prototype (220),DBY-827 Heavy Turbolasers (3),39
SSD Command Prototype (220),Taskmaster Grint (5),28
SSD Command Prototype (220),SW-7 Ion Batteries (5),57
SSD Command Prototype (220),Heavy Turbolaser Turrets (4),4
SSD Command Prototype (220),Weapons Liaison (3),17
SSD Command Prototype (220),High-Capacity Ion Turbines (6),1
SSD Command Prototype (220),Expert Shield Tech (5),107
SSD Command Prototype (220),Boosted Comms (4),80
SSD Command Prototype (220),Admiral Ozzel (2),117
SSD Command Prototype (220),Skilled First Officer (1),20
SSD Command Prototype (220),Boarding Troopers (3),64
SSD Command Prototype (220),Eclipse (3),108
SSD Command Prototype (220),Commander Woldar (4),15
SSD Command Prototype (220),"All fighters, Follow Me! (5)",40
SSD Command Prototype (220),Advanced Transponder Net (5),11
SSD Command Prototype (220),Weapons Battery Techs (4),1
SSD Command Prototype (220),Proximity Mines (4),9
SSD Command Prototype (220),Overload Pulse (6),1
SSD Command Prototype (220),Intel Officer (7),52
SSD Command Prototype (220),Veteran Gunners (5),12
SSD Command Prototype (220),Phylon Q7 Tractor Beams (6),15
SSD Command Prototype (220),Turbolaser Reroute Circuits (7),13
SSD Command Prototype (220),Damage Control Officer (5)!,101
SSD Command Prototype (220),Governor Pryce (7)!,71
SSD Command Prototype (220),Leading Shots (6)!,365
SSD Command Prototype (220),Instructor Goran (7),27
SSD Command Prototype (220),Rapid Launch Bays (6),18
SSD Command Prototype (220),Defense Liaison (3),47
SSD Command Prototype (220),Heavy Fire Zone (4)!,13
SSD Command Prototype (220),Expanded Hangar Bay (5),44
SSD Command Prototype (220),Heavy Turbolaser Turrets (6)!,16
SSD Command Prototype (220),Admiral Chiraneau (10),47
SSD Command Prototype (220),Flight Controllers (6),85
SSD Command Prototype (220),Reserve Hangar Deck (3)!,26
SSD Command Prototype (220),Darth Vader (1)!,32
SSD Command Prototype (220),Ion Cannon Batteries (5),20
SSD Command Prototype (220),Linked Turbolaser Towers (7),149
SSD Command Prototype (220),Spinal Armament (9),21
SSD Command Prototype (220),Darth Vader (3),21
SSD Command Prototype (220),Flight Commander (3),29
SSD Command Prototype (220),Quad Turbolaser Cannons (10),28
SSD Command Prototype (220),Commandant Aresko (7),17
SSD Command Prototype (220),Commander Beck (3),18
SSD Command Prototype (220),General Romodi (20)!,58
SSD Command Prototype (220),Overload Pulse (8)!,45
SSD Command Prototype (220),Gunnery Chief Varnillian (6),13
SSD Command Prototype (220),Point-Defense Reroute (5),22
SSD Command Prototype (220),NK-7 Ion Cannons (10)!,12
SSD Command Prototype (220),Sensor Team (5),8
SSD Command Prototype (220),Entrapment Formation! (5),22
SSD Command Prototype (220),Weapons Battery Techs (5)!,9
SSD Command Prototype (220),Iden Versio (6),15
SSD Command Prototype (220),Enhanced Armament (10),14
SSD Command Prototype (220),Boarding Engineers (2),2
SSD Command Prototype (220),Hondo Ohnaka (2),6
SSD Command Prototype (220),Admiral Ozzel (20),17
SSD Command Prototype (220),XX-9 Turbolasers (5)!,8
SSD Command Prototype (220),Dual Turbolaser Turrets (5)!,1
SSD Command Prototype (220),Tactical Expert (6),15
SSD Command Prototype (220),Navigation Officer (6),7
SSD Command Prototype (220),Engineering Captain (6),12
SSD Command Prototype (220),Wing Commander (6),9
SSD Command Prototype (220),MS-1 Ion Cannons (2),14
SSD Command Prototype (220),Ruthless Strategists (4),21
SSD Command Prototype (220),High-Capacity Ion Turbines (8)!,11
SSD Command Prototype (220),Veteran Captain (3)!,3
SSD Command Prototype (220),XX-9 Turbolasers (2),2
SSD Command Prototype (220),Commander Gherant (2),2
SSD Command Prototype (220),Support Officer (4)!,4
SSD Command Prototype (220),Fire-Control Team (2),2
SSD Command Prototype (220),Admiral Montferrat (5),2
SSD Command Prototype (220),Slaved Turrets (6),3
Interdictor Combat Refit (93),Engineering Team (3),4
Interdictor Combat Refit (93),Taskmaster Grint (5),30
Interdictor Combat Refit (93),Projection Experts (6),150
Interdictor Combat Refit (93),Targeting Scrambler (5),149
Interdictor Combat Refit (93),MS-1 Ion Cannons (2),11
Interdictor Combat Refit (93),Interdictor (3),193
Interdictor Combat Refit (93),Engineering Captain (6),7
Interdictor Combat Refit (93),Phylon Q7 Tractor Beams (6),44
Interdictor Combat Refit (93),G-8 Experimental Projector (8),108
Interdictor Combat Refit (93),Overload Pulse (6),1
Interdictor Combat Refit (93),Commander Woldar (4),5
Interdictor Combat Refit (93),Fighter Coordination Team (3),13
Interdictor Combat Refit (93),Disposable Capacitors (3),97
Interdictor Combat Refit (93),Grav Shift Reroute (2),55
Interdictor Combat Refit (93),Captain Needa (2),33
Interdictor Combat Refit (93),Auxiliary Shields Team (3),52
Interdictor Combat Refit (93),High-Capacity Ion Turbines (8)!,26
Interdictor Combat Refit (93),Overload Pulse (8)!,32
Interdictor Combat Refit (93),G7-X Grav Well Projector (2),57
Interdictor Combat Refit (93),NK-7 Ion Cannons (6),2
Interdictor Combat Refit (93),Wulff Yularen (7),26
Interdictor Combat Refit (93),Point Defense Ion Cannons (4)!,63
Interdictor Combat Refit (93),Emperor Palpatine (3),15
Interdictor Combat Refit (93),Engine Techs (8),24
Interdictor Combat Refit (93),Lira Wessex (2),3
Interdictor Combat Refit (93),Admiral Ozzel (20),12
Interdictor Combat Refit (93),Heavy Ion Emplacements (9),38
Interdictor Combat Refit (93),Admiral Titus (2),16
Interdictor Combat Refit (93),The Grand Inquisitor (4),1
Interdictor Combat Refit (93),Point-Defense Reroute (5),8
Interdictor Combat Refit (93),High-Capacity Ion Turbines (6),2
Interdictor Combat Refit (93),Ion Cannon Batteries (5),8
Interdictor Combat Refit (93),Darth Vader (1)!,4
Interdictor Combat Refit (93),SW-7 Ion Batteries (5),17
Interdictor Combat Refit (93),Engineering Team (5)!,61
Interdictor Combat Refit (93),Minister Tua (2),45
Interdictor Combat Refit (93),Flak Guns (3),21
Interdictor Combat Refit (93),Reactive Gunnery (4),28
Interdictor Combat Refit (93),Leading Shots (6)!,8
Interdictor Combat Refit (93),Nav Team (4),1
Interdictor Combat Refit (93),Advanced Transponder Net (5),2
Interdictor Combat Refit (93),Director Krennic (8),3
Interdictor Combat Refit (93),Reserve Hangar Deck (3)!,15
Interdictor Combat Refit (93),NK-7 Ion Cannons (10)!,12
Interdictor Combat Refit (93),Agent Kallus (3),7
Interdictor Combat Refit (93),Commander Gherant (2),1
Interdictor Combat Refit (93),General Romodi (20)!,15
Interdictor Combat Refit (93),Damage Control Officer (5)!,3
Interdictor Combat Refit (93),Instructor Goran (7),1
Interdictor Combat Refit (93),Quad Laser Turrets (5),17
Interdictor Combat Refit (93),Intel Officer (7),4
Interdictor Combat Refit (93),Veteran Captain (3)!,2
Interdictor Combat Refit (93),Proximity Mines (4),27
Interdictor Combat Refit (93),Electronic Countermeasures (7),5
Interdictor Combat Refit (93),Commander Vanto (7),13
Interdictor Combat Refit (93),Flag Bridge (0),4
Interdictor Combat Refit (93),Intensify Firepower! (6),2
Interdictor Combat Refit (93),Redundant Shields (8),4
Interdictor Combat Refit (93),Tactical Expert (6),2
Interdictor Combat Refit (93),Early Warning System (7),2
Interdictor Combat Refit (93),Reinforced Blast Doors (5),5
Interdictor Combat Refit (93),Admiral Chiraneau (10),1
Interdictor Combat Refit (93),Expanded Hangar Bay (5),8
Interdictor Combat Refit (93),Boosted Comms (4),3
Interdictor Combat Refit (93),Expert Shield Tech (5),4
Interdictor Combat Refit (93),Skilled First Officer (1),3
Interdictor Combat Refit (93),Medical Team (1),4
Interdictor Combat Refit (93),Captain Brunson (9),7
Interdictor Combat Refit (93),Take Evasive Action! (6),2
Interdictor Combat Refit (93),Point Defense Ion Cannons (6),4
Interdictor Combat Refit (93),Commandant Aresko (7),5
Interdictor Combat Refit (93),Darth Vader (4),1
Interdictor Combat Refit (93),Leading Shots (5),4
Interdictor Combat Refit (93),Iden Versio (6),1
Interdictor Combat Refit (93),Governor Pryce (7)!,9
Interdictor Combat Refit (93),Weapons Liaison (3),1
Interdictor Combat Refit (93),Advanced Projectors (6),1
Interdictor Combat Refit (93),Hondo Ohnaka (2),3
Interdictor Combat Refit (93),Flight Commander (3),1
Interdictor Combat Refit (93),Admiral Ozzel (2),1
Interdictor Combat Refit (93),Director Isard (3),2
Interdictor Combat Refit (93),Reeva Demesne (4),4
Consular Charger C70 (45)!,Turbolaser Reroute Circuits (7),475
Consular Charger C70 (45)!,Enhanced Armament (10),196
Consular Charger C70 (45)!,Expert Shield Tech (5),260
Consular Charger C70 (45)!,Spinal Armament (9),153
Consular Charger C70 (45)!,Clone Captain Zak (5),586
Consular Charger C70 (45)!,Swift Return (3),454
Consular Charger C70 (45)!,Chart Officer (2),25
Consular Charger C70 (45)!,Engine Techs (8),149
Consular Charger C70 (45)!,Disposable Capacitors (3),83
Consular Charger C70 (45)!,XI7 Turbolasers (6),22
Consular Charger C70 (45)!,Radiant VII (1),460
Consular Charger C70 (45)!,Dual Turbolaser Turrets (5)!,81
Consular Charger C70 (45)!,Linked Turbolaser Towers (7),994
Consular Charger C70 (45)!,Clone Navigation Officer (4),377
Consular Charger C70 (45)!,Slaved Turrets (6),101
Consular Charger C70 (45)!,Comms Net (2),174
Consular Charger C70 (45)!,Expanded Hangar Bay (5),67
Consular Charger C70 (45)!,Bomber Command Center (8),79
Consular Charger C70 (45)!,Quad Battery Turrets (5),100
Consular Charger C70 (45)!,Parts Resupply (3),42
Consular Charger C70 (45)!,Reserve Hangar Deck (3)!,205
Consular Charger C70 (45)!,Munitions Resupply (3),124
Consular Charger C70 (45)!,Hondo Ohnaka (2),88
Consular Charger C70 (45)!,Swivel-Mount Batteries (8),105
Consular Charger C70 (45)!,Intel Officer (7),96
Consular Charger C70 (45)!,Projection Experts (6),68
Consular Charger C70 (45)!,Clone Captain Silver (4),62
Consular Charger C70 (45)!,Auxiliary Shields Team (3),241
Consular Charger C70 (45)!,Nav Team (4),41
Consular Charger C70 (45)!,Slicer Tools (7),24
Consular Charger C70 (45)!,Quad Laser Turrets (5),29
Consular Charger C70 (45)!,Boosted Comms (4),63
Consular Charger C70 (45)!,Medical Team (1),26
Consular Charger C70 (45)!,Hyperspace Rings (3),20
Consular Charger C70 (45)!,Proximity Mines (4),33
Consular Charger C70 (45)!,Engineering Team (5)!,34
Consular Charger C70 (45)!,Point-Defense Reroute (5),10
Consular Charger C70 (45)!,Repair Crews (4)!,8
Consular Charger C70 (45)!,Adi GAllia (3),52
Consular Charger C70 (45)!,Advanced Transponder Net (5),5
Consular Charger C70 (45)!,Fighter Coordination Team (3),120
Consular Charger C70 (45)!,H9 Turbolasers (8),14
Consular Charger C70 (45)!,Flight Commander (3),18
Consular Charger C70 (45)!,Rapid Launch Bays (6),12
Consular Charger C70 (45)!,Ahsoka Tano (6),2
Consular Charger C70 (45)!,Tactical Expert (6),1
Consular Charger C70 (45)!,Weapons Liaison (3),4
Consular Charger C70 (45)!,Veteran Captain (3)!,18
Consular Charger C70 (45)!,Flak Guns (3),22
Consular Charger C70 (45)!,Skilled First Officer (1),10
Consular Charger C70 (45)!,Defense Liaison (3),4
Consular Charger C70 (45)!,Barriss Offee (6),8
Consular Charger C70 (45)!,Wing Commander (6),2
Consular Charger C70 (45)!,Engineering Captain (6),4
Consular Charger C70 (45)!,Damage Control Officer (5)!,6
Consular Charger C70 (45)!,XX-9 Turbolasers (5)!,2
Consular Charger C70 (45)!,Jamming Field (2),2
Consular Charger C70 (45)!,Clone Commander Wolffe (6),2
Consular Charger C70 (45)!,DBY-827 Heavy Turbolasers (3),12
Victory II (85)!,Governor Pryce (7)!,79
Victory II (85)!,Gunnery Team (7),1079
Victory II (85)!,Disposable Capacitors (3),1654
Victory II (85)!,Spinal Armament (9),275
Victory II (85)!,Overload Pulse (8)!,201
Victory II (85)!,Dominator (12)!,143
Victory II (85)!,Dual Turbolaser Turrets (5)!,36
Victory II (85)!,Heavy Ion Emplacements (9),467
Victory II (85)!,Seventh Fleet Star Destroyer (5),286
Victory II (85)!,Flight Commander (3),23
Victory II (85)!,Quad Turbolaser Cannons (10),73
Victory II (85)!,SW-7 Ion Batteries (5),181
Victory II (85)!,Flight Controllers (6),125
Victory II (85)!,Quad Battery Turrets (5),647
Victory II (85)!,Expert Shield Tech (5),114
Victory II (85)!,Weapons Battery Techs (5)!,161
Victory II (85)!,Minister Tua (2),327
Victory II (85)!,Harrow (3),723
Victory II (85)!,Electronic Countermeasures (7),259
Victory II (85)!,Engine Techs (8),453
Victory II (85)!,Director Krennic (8),61
Victory II (85)!,Flag Bridge (0),9
Victory II (85)!,XI7 Turbolasers (6),275
Victory II (85)!,NK-7 Ion Cannons (10)!,112
Victory II (85)!,Take Evasive Action! (6),1
Victory II (85)!,Darth Vader (1)!,32
Victory II (85)!,H9 Turbolasers (8),119
Victory II (85)!,Leading Shots (6)!,341
Victory II (85)!,Fire-Control Team (2),31
Victory II (85)!,XX-9 Turbolasers (5)!,54
Victory II (85)!,Commander Vanto (7),47
Victory II (85)!,Warlord (8),245
Victory II (85)!,Captain Needa (2),73
Victory II (85)!,Turbolaser Reroute Circuits (7),32
Victory II (85)!,Sensor Team (5),54
Victory II (85)!,High-Capacity Ion Turbines (8)!,20
Victory II (85)!,Auxiliary Shields Team (3),72
Victory II (85)!,Advanced Projectors (6),16
Victory II (85)!,Veteran Gunners (5),162
Victory II (85)!,Wing Commander (6),17
Victory II (85)!,Boosted Comms (4),87
Victory II (85)!,Enhanced Armament (10),37
Victory II (85)!,Corrupter (5)!,47
Victory II (85)!,Expanded Hangar Bay (5),73
Victory II (85)!,Point Defense Ion Cannons (4)!,297
Victory II (85)!,Linked Turbolaser Towers (7),375
Victory II (85)!,Emperor Palpatine (3),146
Victory II (85)!,Reserve Hangar Deck (3)!,72
Victory II (85)!,Instructor Goran (7),15
Victory II (85)!,Ion Cannon Batteries (5),58
Victory II (85)!,Admiral Ozzel (20),74
Victory II (85)!,Intel Officer (7),144
Victory II (85)!,Point-Defense Reroute (5),14
Victory II (85)!,Chart Officer (2),11
Victory II (85)!,Wulff Yularen (7),31
Victory II (85)!,Boarding Engineers (2),17
Victory II (85)!,Commander Beck (3),98
Victory II (85)!,Admiral Ozzel (2),71
Victory II (85)!,Advanced Transponder Net (5),5
Victory II (85)!,Fighter Coordination Team (3),32
Victory II (85)!,Skilled First Officer (1),85
Victory II (85)!,Projection Experts (6),39
Victory II (85)!,Admiral Titus (2),52
Victory II (85)!,Gunnery Chief Varnillian (6),47
Victory II (85)!,Captain Brunson (9),31
Victory II (85)!,Early Warning System (7),12
Victory II (85)!,Quad Laser Turrets (5),54
Victory II (85)!,Admiral Chiraneau (10),20
Victory II (85)!,Support Officer (4)!,2
Victory II (85)!,General Romodi (20)!,44
Victory II (85)!,Local Fire Control (4),78
Victory II (85)!,MS-1 Ion Cannons (2),25
Victory II (85)!,Taskmaster Grint (5),14
Victory II (85)!,Commandant Aresko (7),12
Victory II (85)!,Flak Guns (3),6
Victory II (85)!,Reinforced Blast Doors (5),16
Victory II (85)!,Defense Liaison (3),7
Victory II (85)!,Hondo Ohnaka (2),16
Victory II (85)!,Proximity Mines (4),17
Victory II (85)!,Rapid Launch Bays (6),9
Victory II (85)!,Heavy Turbolaser Turrets (6)!,52
Victory II (85)!,Phylon Q7 Tractor Beams (6),18
Victory II (85)!,Commander Woldar (4),8
Victory II (85)!,Boarding Troopers (3),21
Victory II (85)!,Engineering Team (5)!,13
Victory II (85)!,Ruthless Strategists (4),5
Victory II (85)!,Nav Team (4),10
Victory II (85)!,Engineering Captain (6),5
Victory II (85)!,Agent Kallus (3),34
Victory II (85)!,Tactical Expert (6),9
Victory II (85)!,DBY-827 Heavy Turbolasers (3),13
Victory II (85)!,Heavy Fire Zone (4)!,11
Victory II (85)!,Director Isard (3),1
Victory II (85)!,Commander Gherant (2),4
Victory II (85)!,Veteran Captain (3)!,6
Victory II (85)!,Reeva Demesne (4),25
Victory II (85)!,Redundant Shields (8),11
Victory II (85)!,Lira Wessex (2),5
Victory II (85)!,Shields to Maximum! (6),2
Victory II (85)!,Damage Control Officer (5)!,3
Victory II (85)!,Admiral Montferrat (5),1
Victory II (85)!,The Grand Inquisitor (4),6
Victory II (85)!,Intensify Firepower! (6),4
Victory II (85)!,Medical Team (1),11
Victory II (85)!,Reactive Gunnery (4),11
Victory II (85)!,Slaved Turrets (6),12
Victory II (85)!,Navigation Officer (6),5
Victory II (85)!,Ordnance Experts (4),2
Victory II (85)!,Weapons Liaison (3),4
Victory II (85)!,Darth Vader (3),3
Victory II (85)!,"All fighters, Follow Me! (5)",2
Victory II (85)!,Cluster Bombs (5),2
Victory II (85)!,Leading Shots (4)!,12
Providence Dreadnought (105)!,Rune Haako (4),211
Providence Dreadnought (105)!,External Racks (4),543
Providence Dreadnought (105)!,Point Defense Ion Cannons (4)!,670
Providence Dreadnought (105)!,Quad Turbolaser Cannons (10),37
Providence Dreadnought (105)!,Invincible (5),759
Providence Dreadnought (105)!,Thermal Shields (5),587
Providence Dreadnought (105)!,Hondo Ohnaka (2),12
Providence Dreadnought (105)!,Boarding Troopers (3),181
Providence Dreadnought (105)!,Expanded Launchers (13)!,57
Providence Dreadnought (105)!,Leading Shots (6)!,245
Providence Dreadnought (105)!,Linked Turbolaser Towers (7),763
Providence Dreadnought (105)!,XX-9 Turbolasers (5)!,121
Providence Dreadnought (105)!,General Grievous (20),315
Providence Dreadnought (105)!,Wat Tambor (9),68
Providence Dreadnought (105)!,XI7 Turbolasers (6),504
Providence Dreadnought (105)!,Assault Concussion Missiles (5),126
Providence Dreadnought (105)!,SW-7 Ion Batteries (5),7
Providence Dreadnought (105)!,DBY-827 Heavy Turbolasers (3),433
Providence Dreadnought (105)!,Invisible-hand (9)!,223
Providence Dreadnought (105)!,Flight Controllers (6),416
Providence Dreadnought (105)!,Boosted Comms (4),111
Providence Dreadnought (105)!,Shu Mai (4),157
Providence Dreadnought (105)!,Local Fire Control (4),193
Providence Dreadnought (105)!,Flak Guns (3),260
Providence Dreadnought (105)!,Heavy Ion Emplacements (9),71
Providence Dreadnought (105)!,H9 Turbolasers (8),114
Providence Dreadnought (105)!,Ordnance Experts (4),348
Providence Dreadnought (105)!,B2 Rocket Troopers (7),211
Providence Dreadnought (105)!,Rapid Reload (8)!,41
Providence Dreadnought (105)!,Veteran Gunners (5),71
Providence Dreadnought (105)!,Lucid Voice (8)!,231
Providence Dreadnought (105)!,Wing Commander (6),16
Providence Dreadnought (105)!,Expanded Hangar Bay (5),197
Providence Dreadnought (105)!,Quad Battery Turrets (5),86
Providence Dreadnought (105)!,Passel Argente (6),84
Providence Dreadnought (105)!,Ordnance Pods (3),103
Providence Dreadnought (105)!,Skilled First Officer (1),14
Providence Dreadnought (105)!,Phylon Q7 Tractor Beams (6),17
Providence Dreadnought (105)!,Dual Turbolaser Turrets (5)!,17
Providence Dreadnought (105)!,Assault Proton Torpedoes (4),203
Providence Dreadnought (105)!,Enhanced Armament (10),80
Providence Dreadnought (105)!,T-Series Tactical Droid (4),56
Providence Dreadnought (105)!,Weapons Battery Techs (5)!,36
Providence Dreadnought (105)!,Quad Laser Turrets (5),32
Providence Dreadnought (105)!,Reserve Hangar Deck (3)!,103
Providence Dreadnought (105)!,Intel Officer (7),61
Providence Dreadnought (105)!,Hardened Bulkheads (5),27
Providence Dreadnought (105)!,Overload Pulse (8)!,35
Providence Dreadnought (105)!,Spinal Armament (9),98
Providence Dreadnought (105)!,Reinforced Blast Doors (5),12
Providence Dreadnought (105)!,Ruthless Strategists (4),29
Providence Dreadnought (105)!,Flight Commander (3),93
Providence Dreadnought (105)!,Swivel-Mount Batteries (8),87
Providence Dreadnought (105)!,TI-99 (4),67
Providence Dreadnought (105)!,Hyperwave Signal Boost (3),52
Providence Dreadnought (105)!,Tikkes (2),98
Providence Dreadnought (105)!,Heavy Turbolaser Turrets (6)!,89
Providence Dreadnought (105)!,High-Capacity Ion Turbines (8)!,35
Providence Dreadnought (105)!,Wat Tambor (5)!,168
Providence Dreadnought (105)!,Electronic Countermeasures (7),110
Providence Dreadnought (105)!,Asajj Ventress (4)!,11
Providence Dreadnought (105)!,Rapid Launch Bays (6),29
Providence Dreadnought (105)!,Heavy Fire Zone (4)!,24
Providence Dreadnought (105)!,Proximity Mines (4),8
Providence Dreadnought (105)!,San Hill (3),11
Providence Dreadnought (105)!,MS-1 Ion Cannons (2),4
Providence Dreadnought (105)!,Defense Liaison (3),2
Providence Dreadnought (105)!,Reactive Gunnery (4),20
Providence Dreadnought (105)!,Wide-Area Barrage (2),19
Providence Dreadnought (105)!,Fire-Control Team (2),48
Providence Dreadnought (105)!,NK-7 Ion Cannons (10)!,14
Providence Dreadnought (105)!,Advanced Projectors (6),8
Providence Dreadnought (105)!,Gunnery Team (7),53
Providence Dreadnought (105)!,Early Warning System (7),14
Providence Dreadnought (105)!,Engineering Captain (6),3
Providence Dreadnought (105)!,Boarding Engineers (2),8
Providence Dreadnought (105)!,Advanced Transponder Net (5),3
Providence Dreadnought (105)!,Flag Bridge (0),15
Providence Dreadnought (105)!,Jedi Hostage (3),9
Providence Dreadnought (105)!,Slaved Turrets (6),1
Providence Dreadnought (105)!,Weapons Liaison (3),4
Providence Dreadnought (105)!,Expert Shield Tech (5),3
Providence Dreadnought (105)!,Sensor Team (5),14
Providence Dreadnought (105)!,Intensify Firepower! (6),5
Providence Dreadnought (105)!,Damage Control Officer (5)!,2
Providence Dreadnought (105)!,Ion Cannon Batteries (5),8
Providence Dreadnought (105)!,Point Defense Ion Cannons (6),1
Providence Dreadnought (105)!,Redundant Shields (8),1
Providence Dreadnought (105)!,Flechette Torpedoes (3),4
Providence Dreadnought (105)!,Tactical Expert (6),3
Providence Dreadnought (105)!,Chart Officer (2),4
Providence Dreadnought (105)!,Navigation Officer (6),1
Providence Dreadnought (105)!,Support Officer (4)!,1
Providence Dreadnought (105)!,Turbolaser Reroute Circuits (7),1
Providence Dreadnought (105)!,Shields to Maximum! (6),1
Providence Dreadnought (105)!,Veteran Captain (3)!,3
Providence Carrier (105)!,Tikkes (2),286
Providence Carrier (105)!,Thermal Shields (5),1875
Providence Carrier (105)!,Expanded Hangar Bay (5),151
Providence Carrier (105)!,External Racks (4),890
Providence Carrier (105)!,Point Defense Ion Cannons (4)!,1445
Providence Carrier (105)!,Quad Turbolaser Cannons (10),20
Providence Carrier (105)!,Invisible-hand (9)!,258
Providence Carrier (105)!,Flight Commander (3),74
Providence Carrier (105)!,Intensify Firepower! (6),1077
Providence Carrier (105)!,B2 Rocket Troopers (7),579
Providence Carrier (105)!,Assault Proton Torpedoes (4),250
Providence Carrier (105)!,Overload Pulse (8)!,54
Providence Carrier (105)!,DBY-827 Heavy Turbolasers (3),294
Providence Carrier (105)!,General Grievous (20),481
Providence Carrier (105)!,Rune Haako (4),768
Providence Carrier (105)!,Early Warning System (7),378
Providence Carrier (105)!,Entrapment Formation! (5),33
Providence Carrier (105)!,Boosted Comms (4),247
Providence Carrier (105)!,Leading Shots (6)!,332
Providence Carrier (105)!,H9 Turbolasers (8),155
Providence Carrier (105)!,Invincible (5),777
Providence Carrier (105)!,Reserve Hangar Deck (3)!,316
Providence Carrier (105)!,Quad Battery Turrets (5),130
Providence Carrier (105)!,Asajj Ventress (4)!,38
Providence Carrier (105)!,Jedi Hostage (3),496
Providence Carrier (105)!,Rapid Reload (8)!,43
Providence Carrier (105)!,XX-9 Turbolasers (5)!,34
Providence Carrier (105)!,Reinforced Blast Doors (5),213
Providence Carrier (105)!,Lucid Voice (8)!,313
Providence Carrier (105)!,High-Capacity Ion Turbines (8)!,25
Providence Carrier (105)!,XI7 Turbolasers (6),284
Providence Carrier (105)!,Hondo Ohnaka (2),24
Providence Carrier (105)!,Linked Turbolaser Towers (7),727
Providence Carrier (105)!,T-Series Tactical Droid (4),70
Providence Carrier (105)!,Take Evasive Action! (6),109
Providence Carrier (105)!,Point Defense Ion Cannons (6),2
Providence Carrier (105)!,Electronic Countermeasures (7),419
Providence Carrier (105)!,Hardened Bulkheads (5),46
Providence Carrier (105)!,Reactive Gunnery (4),200
Providence Carrier (105)!,Flak Guns (3),280
Providence Carrier (105)!,Passel Argente (6),103
Providence Carrier (105)!,Phylon Q7 Tractor Beams (6),52
Providence Carrier (105)!,Ordnance Pods (3),233
Providence Carrier (105)!,Wat Tambor (9),114
Providence Carrier (105)!,SW-7 Ion Batteries (5),19
Providence Carrier (105)!,Heavy Turbolaser Turrets (6)!,33
Providence Carrier (105)!,Expert Shield Tech (5),10
Providence Carrier (105)!,Redundant Shields (8),44
Providence Carrier (105)!,San Hill (3),17
Providence Carrier (105)!,Wing Commander (6),16
Providence Carrier (105)!,Rapid Launch Bays (6),23
Providence Carrier (105)!,Assault Concussion Missiles (5),140
Providence Carrier (105)!,Proximity Mines (4),16
Providence Carrier (105)!,Heavy Ion Emplacements (9),71
Providence Carrier (105)!,Shields to Maximum! (6),88
Providence Carrier (105)!,Shu Mai (4),113
Providence Carrier (105)!,Quad Laser Turrets (5),39
Providence Carrier (105)!,Wat Tambor (5)!,241
Providence Carrier (105)!,Skilled First Officer (1),10
Providence Carrier (105)!,"All fighters, Follow Me! (5)",65
Providence Carrier (105)!,Hyperwave Signal Boost (3),84
Providence Carrier (105)!,Advanced Projectors (6),46
Providence Carrier (105)!,TI-99 (4),91
Providence Carrier (105)!,Spinal Armament (9),22
Providence Carrier (105)!,MS-1 Ion Cannons (2),7
Providence Carrier (105)!,Swivel-Mount Batteries (8),101
Providence Carrier (105)!,Chart Officer (2),6
Providence Carrier (105)!,Intel Officer (7),59
Providence Carrier (105)!,Wide-Area Barrage (2),29
Providence Carrier (105)!,NK-7 Ion Cannons (10)!,24
Providence Carrier (105)!,Cluster Bombs (5),15
Providence Carrier (105)!,Dual Turbolaser Turrets (5)!,16
Providence Carrier (105)!,Engineering Captain (6),4
Providence Carrier (105)!,Expanded Launchers (13)!,33
Providence Carrier (105)!,Flechette Torpedoes (3),34
Providence Carrier (105)!,Support Officer (4)!,7
Providence Carrier (105)!,Enhanced Armament (10),39
Providence Carrier (105)!,Flag Bridge (0),11
Providence Carrier (105)!,Weapons Liaison (3),4
Providence Carrier (105)!,Ion Cannon Batteries (5),24
Providence Carrier (105)!,Point-Defense Reroute (5),3
Providence Carrier (105)!,Hot Landing (3),4
Providence Carrier (105)!,Navigation Officer (6),1
Providence Carrier (105)!,Tactical Expert (6),8
Providence Carrier (105)!,Heavy Fire Zone (4)!,2
Providence Carrier (105)!,Advanced Transponder Net (5),1
Providence Carrier (105)!,Overload Pulse (6),1
