id,user_id,fleet_data,faction,fleet_name,created_at,updated_at,commander,points,date_added,legends,legacy,old_legacy,arc,shared,numerical_id
,,"Name: 
Faction: Republic
Commander: Admiral Yularen (24)

Assault: 
Defense: 
Navigation: 

Pelta-class Medical Frigate (49)
• Admiral Yularen (24)
• Clone Navigation Officer (4)
• Fighter Coordination Team (3)
• Boosted Comms (4)
= 84 Points

Pelta-class Medical Frigate (49)
• Clone Navigation Officer (4)
• Fighter Coordination Team (3)
• Boosted Comms (4)
• Bomber Command Center (8)
= 68 Points

Pelta-class Medical Frigate (49)
• Fighter Coordination Team (3)
• Parts Resupply (3)
= 55 Points

Pelta-class Transport Frigate (45)
• TB-73 (5)
• Fighter Coordination Team (3)
= 53 Points

Squadrons:
• 4 x ARC-170 Starfighter Squadron (60)
• Ahsoka Tano - Delta-7 Aethersprite Squadron (23)
• Anakin Skywalker - Delta-7 Aethersprite Squadron (24)
• Axe - V-19 Torrent Squadron (17)
• BTL-B Y-wing Squadron (10)
= 134 Points

Total Points: 394",Republic,,,,Admiral Yularen,394,,,,,,,1232
,,"Name: 
Faction: Separatist
Commander: Admiral Trench (32)

Assault: 
Defense: 
Navigation: 

Providence-class Dreadnought (97)
• Admiral Trench (32)
• Invincible (5)
• Tikkes (2)
• Flight Controllers (6)
• Thermal Shields (5)
• Boosted Comms (4)
• Point Defense Ion Cannons (6)
• Linked Turbolaser Towers (7)
• Quad Battery Turrets (5)
= 169 Points

Hardcell-class Transport (47)
• Beast of Burden (6)
• Bomber Command Center (8)
= 61 Points

Gozanti-class Cruisers {CIS} (24)
• Hondo Ohnaka (2)
= 26 Points

Squadrons:
• DBS-404 - Hyena-class Droid Bomber Squadron (17)
• DFS-311 - Vulture-class Droid Fighter Squadron (16)
• DIS-T81 - Droid Tri-Fighter Squadron (17)
• 3 x Hyena-class Droid Bomber Squadron (33)
• 3 x Vulture-class Droid Fighter Squadron (24)
• Wat Tambor - Belbullab-22 Starfighter Squadron (18)
= 125 Points

Total Points: 396",Separatist,,,,Admiral Trench,396,,,,,,,1233
,,"Name: 
Faction: Rebel
Commander: General Cracken (26)

Assault: 
Defense: 
Navigation: 

MC30c Torpedo Frigate (63)
• General Cracken (26)
• Expert Shield Tech (5)
• Ordnance Experts (4)
• Assault Proton Torpedoes (4)
• H9 Turbolasers (8)
= 110 Points

CR90 Corvette A (44)
• Jaina's Light (5)
• Turbolaser Reroute Circuits (7)
= 56 Points

CR90 Corvette A (44)
• Turbolaser Reroute Circuits (7)
= 51 Points

GR-75 Medium Transports (18)
• Adar Tallon (10)
• Boosted Comms (4)
= 32 Points

GR-75 Medium Transports (18)
• Toryn Farr (7)
= 25 Points

Squadrons:
• Dutch Vander - Y-Wing Squadron (16)
• Gold Squadron - Y-Wing Squadron (12)
• Ketsu Onyo - Shadow Caster (22)
• Lando Calrissian - Millennium Falcon (24)
• Shara Bey - A-wing Squadron (17)
• 2 x YT-2400 (32)
= 123 Points

Total Points: 393",Rebel,,,,General Cracken,393,,,,,,,1234
,,"Name: 
Faction: Empire
Commander: Admiral Piett (22)

Assault: 
Defense: 
Navigation: 

Raider I-class Corvette (44)
• Admiral Piett (22)
• Corvus (2)
• Iden Versio (6)
• Boarding Engineers (2)
= 76 Points

Victory I-class Star Destroyer (73)
• Warlord (8)
• Emperor Palpatine (3)
• Local Fire Control (4)
• H9 Turbolasers (8)
= 96 Points

Gladiator I-class Star Destroyer (56)
• Demolisher (10)
• Minister Tua (2)
• Ordnance Experts (4)
• Engine Techs (8)
• Electronic Countermeasures (7)
• Assault Proton Torpedoes (4)
= 91 Points

Gozanti-class Cruisers (23)
• Comms Net (2)
= 25 Points

Gozanti-class Cruisers (23)
• Comms Net (2)
= 25 Points

Squadrons:
• Darth Vader - TIE Defender Squadron (25)
• Hondo Ohnaka - Slave I (24)
• Tel Trevura - JumpMaster 5000 (17)
• Zertik Strom - TIE Advanced Squadron (15)
= 81 Points

Total Points: 394",Empire,,,,Admiral Piett,394,,,,,,,1235
,,"Name: 
Faction: Empire
Commander: Moff Jerjerrod (23)

Assault: 
Defense: 
Navigation: 

Imperial Star Destroyer Kuat Refit (112)
• Moff Jerjerrod (23)
• Emperor Palpatine (3)
• Boarding Troopers (3)
• Electronic Countermeasures (7)
• Point Defense Ion Cannons (6)
• External Racks (4)
= 158 Points

Gladiator I-class Star Destroyer (56)
• Demolisher (10)
• Admiral Montferrat (5)
• Ordnance Experts (4)
• External Racks (4)
= 79 Points

Raider I-class Corvette (44)
• Corvus (2)
• Admiral Titus (2)
• External Racks (4)
= 52 Points

Gozanti-class Cruisers (23)
• Darth Vader (4)
• Expanded Hangar Bay (5)
• Munitions Resupply (3)
= 35 Points

Squadrons:
• Colonel Jendon - Lambda-class Shuttle (23)
• Maarek Stele - TIE Defender Squadron (21)
• 4 x TIE Fighter Squadron (32)
= 76 Points

Total Points: 392",Empire,,,,Moff Jerjerrod,392,,,,,,,1236
,,"Name: 
Faction: Separatist
Commander: TF-1726 (26)

Assault: 
Defense: 
Navigation: 

Hardcell-class Transport (47)
• TF-1726 (26)
= 73 Points

Providence-class Carrier (102)
• Invincible (5)
• Shu Mai (4)
• Early Warning System (7)
• Thermal Shields (5)
• B2 Rocket Troopers (7)
• External Racks (4)
• Point Defense Ion Cannons (6)
• XI7 Turbolasers (6)
• Jedi Hostage (3)
= 149 Points

Recusant-class Light Destroyer (85)
• Patriot Fist (6)
• Intel Officer (7)
• Ordnance Experts (4)
• B2 Rocket Troopers (7)
• Assault Concussion Missiles (5)
• Swivel-Mount Batteries (8)
= 122 Points

Squadrons:
• 6 x Vulture-class Droid Fighter Squadron (48)
= 48 Points

Total Points: 393",Separatist,,,,TF-1726,393,,,,,,,1237
,,"Name: 
Faction: Rebel
Commander: Admiral Ackbar (38)

Assault: 
Defense: 
Navigation: 

Assault Frigate Mark II B (72)
• Admiral Ackbar (38)
• Lando Calrissian (4)
• Caitken and Shollan (6)
• Electronic Countermeasures (7)
• XI7 Turbolasers (6)
= 133 Points

CR90 Corvette A (44)
• Jaina's Light (5)
• Intel Officer (7)
• Turbolaser Reroute Circuits (7)
= 63 Points

CR90 Corvette A (44)
• Intel Officer (7)
• Turbolaser Reroute Circuits (7)
= 58 Points

CR90 Corvette A (44)
• Intel Officer (7)
• Turbolaser Reroute Circuits (7)
= 58 Points

Squadrons:
• 2 x A-wing Squadron (22)
• Shara Bey - A-wing Squadron (17)
• Tycho Celchu - A-wing Squadron (16)
• 2 x YT-2400 (32)
= 87 Points

Total Points: 396",Rebel,,,,Admiral Ackbar,396,,,,,,,1238
,,"Name: 
Faction: Empire
Commander: Admiral Motti (24)

Assault: 
Defense: 
Navigation: 

Imperial I-class Star Destroyer (110)
• Admiral Motti (24)
• Relentless (3)
• Minister Tua (2)
• Gunnery Team (7)
• Electronic Countermeasures (7)
• Quad Laser Turrets (5)
• Reserve Hangar Deck (4)
• Leading Shots (5)
• Spinal Armament (9)
= 176 Points

Raider I-class Corvette (44)
• Instigator (4)
• Iden Versio (6)
• Ordnance Experts (4)
• Flechette Torpedoes (3)
= 61 Points

Raider I-class Corvette (44)
• Skilled First Officer (1)
• Ordnance Experts (4)
• External Racks (4)
= 53 Points

Gozanti-class Cruisers (23)
• Darth Vader (4)
• Reserve Hangar Deck (4)
• Comms Net (2)
= 33 Points

Gozanti-class Cruisers (23)
• Reserve Hangar Deck (4)
• Comms Net (2)
= 29 Points

Squadrons:
• Mauler Mithel - TIE Fighter Squadron (15)
• TIE Fighter Squadron (8)
• 2 x TIE Interceptor Squadron (22)
= 45 Points

Total Points: 392",Empire,,,,Admiral Motti,392,,,,,,,1239
,,"Name: 
Faction: Separatist
Commander: TF-1726 (26)

Assault: 
Defense: 
Navigation: 

Providence-class Carrier (102)
• TF-1726 (26)
• TI-99 (4)
• B2 Rocket Troopers (7)
• Thermal Shields (5)
• External Racks (4)
• Point Defense Ion Cannons (6)
• Jedi Hostage (3)
= 157 Points

Munificent-class Comms Frigate (70)
• Engine Techs (8)
• B2 Rocket Troopers (7)
• Point Defense Ion Cannons (6)
• Linked Turbolaser Towers (7)
= 98 Points

Gozanti-class Cruisers {CIS} (24)
• Flight Controllers (6)
= 30 Points

Gozanti-class Cruisers {CIS} (24)
= 24 Points

Squadrons:
• DIS-T81 - Droid Tri-Fighter Squadron (17)
• General Grievous - Belbullab-22 Starfighter Squadron (22)
• Haor Chall Prototypes - Vulture-class Droid Fighter Squadron (16)
• Phlac-Arphocc Prototypes - Droid Tri-Fighter Squadron (18)
= 73 Points

Total Points: 388",Separatist,,,,TF-1726,388,,,,,,,1240
,,"Name: 
Faction: Rebel
Commander: General Cracken (26)

Assault: 
Defense: 
Navigation: 

MC30c Torpedo Frigate (63)
• General Cracken (26)
• Foresight (10)
• Ordnance Experts (4)
• External Racks (4)
• H9 Turbolasers (8)
= 115 Points

CR90 Corvette A (44)
• Jaina's Light (5)
• Turbolaser Reroute Circuits (7)
= 56 Points

CR90 Corvette A (44)
• Turbolaser Reroute Circuits (7)
= 51 Points

GR-75 Medium Transports (18)
• Bright Hope (2)
• Toryn Farr (7)
= 27 Points

GR-75 Medium Transports (18)
• Adar Tallon (10)
• Boosted Comms (4)
= 32 Points

Squadrons:
• Corran Horn - E-wing Squadron (22)
• Dutch Vander - Y-Wing Squadron (16)
• HWK-290 (12)
• Lando Calrissian - Millennium Falcon (24)
• Nym - Havoc (21)
• YT-2400 (16)
• 2 x Z-95 Headhunter Squadron (14)
= 125 Points

Total Points: 400",Rebel,,,,General Cracken,400,,,,,,,1241
,,"Name: 
Faction: Empire
Commander: Admiral Sloane (24)

Assault: 
Defense: 
Navigation: 

Quasar Fire I-class Cruiser-Carrier (54)
• Admiral Sloane (24)
• Squall (7)
• Flight Controllers (6)
• Boosted Comms (4)
• Expanded Hangar Bay (5)
= 100 Points

Gladiator II-class Star Destroyer (62)
• Demolisher (10)
• Agent Kallus (3)
• Ordnance Experts (4)
• External Racks (4)
= 83 Points

Raider I-class Corvette (44)
• Ordnance Experts (4)
• External Racks (4)
= 52 Points

Gozanti-class Cruisers (23)
• Comms Net (2)
= 25 Points

Squadrons:
• Colonel Jendon - Lambda-class Shuttle (23)
• Darth Vader - TIE Defender Squadron (25)
• Hondo Ohnaka - Slave I (24)
• Maarek Stele - TIE Defender Squadron (21)
• 2 x TIE Fighter Squadron (16)
• 2 x TIE Phantom Squadron (28)
= 137 Points

Total Points: 390",Empire,,,,Admiral Sloane,390,,,,,,,1242
,,"Name: 
Faction: Empire
Commander: Moff Jerjerrod (23)

Assault: 
Defense: 
Navigation: 

Raider II-class Corvette (48)
• Moff Jerjerrod (23)
• Instigator (4)
• Iden Versio (6)
• Weapons Battery Techs (4)
• Disposable Capacitors (3)
• Heavy Ion Emplacements (9)
= 97 Points

Gladiator II-class Star Destroyer (62)
• Demolisher (10)
• Governor Pryce (6)
• Ordnance Experts (4)
• Engine Techs (8)
• Assault Proton Torpedoes (4)
= 94 Points

Arquitens-class Light Cruiser (52)
• Centicore (3)
• Admiral Montferrat (5)
• Redundant Shields (8)
• Turbolaser Reroute Circuits (7)
= 75 Points

Gozanti-class Cruisers (23)
= 23 Points

Gozanti-class Cruisers (23)
= 23 Points

Squadrons:
• Colonel Jendon - Lambda-class Shuttle (23)
• Maarek Stele - TIE Defender Squadron (21)
• Mauler Mithel - TIE Fighter Squadron (15)
• Vult Skerris - TIE Interceptor Squadron (18)
= 77 Points

Total Points: 390",Empire,,,,Moff Jerjerrod,390,,,,,,,1243
,,"Name: 
Faction: Rebel
Commander: Kyrsta Agate (25)

Assault: 
Defense: 
Navigation: 

Providence-class Carrier {REB} (95)
• Kyrsta Agate (25)
• Adar Tallon (10)
• Flight Commander (3)
• Flight Controllers (6)
• Expanded Hangar Bay (5)
• Fighter Coordination Team (3)
• Engine Techs (8)
= 155 Points

Nebulon-B Escort Frigate (57)
• Yavaris (5)
= 62 Points

GR-75 Medium Transports (18)
• Toryn Farr (7)
• Bomber Command Center (8)
= 33 Points

GR-75 Medium Transports (18)
• Hondo Ohnaka (2)
• Comms Net (2)
= 22 Points

Squadrons:
• Dutch Vander - Y-Wing Squadron (16)
• Fenn Rau - Mandalorian Gauntlet Fighter (24)
• Ten Numb - B-Wing Squadron (19)
• 2 x VCX-100 Freighter (30)
• Wedge Antilles - X-wing Squadron (19)
• 2 x Y-Wing Squadron (20)
= 128 Points

Total Points: 400",Rebel,,,,Krysta Agate,400,,,,,,,1244
,,"Name: 
Faction: Separatist
Commander: Count Dooku (27)

Assault: 
Defense: 
Navigation: 

Munificent-class Star Frigate (73)
• Count Dooku (27)
• Sa Nalaor (5)
• Engine Techs (8)
• Thermal Shields (5)
• Linked Turbolaser Towers (7)
= 125 Points

Recusant-class Support Destroyer (90)
• Patriot Fist (6)
• Rune Haako (4)
• Flight Controllers (6)
• Expanded Hangar Bay (5)
• Boosted Comms (4)
• Linked Turbolaser Towers (7)
= 122 Points

Gozanti-class Cruisers {CIS} (24)
• Tikkes (2)
= 26 Points

Squadrons:
• DIS-T81 - Droid Tri-Fighter Squadron (17)
• 4 x Droid Tri-Fighter Squadron (44)
• General Grievous - Belbullab-22 Starfighter Squadron (22)
• Phlac-Arphocc Prototypes - Droid Tri-Fighter Squadron (18)
• Wat Tambor - Belbullab-22 Starfighter Squadron (18)
= 119 Points

Total Points: 399",Separatist,,,,Count Dooku,399,,,,,,,1245
,,"Name: 
Faction: Empire
Commander: Admiral Sloane (24)

Assault: 
Defense: 
Navigation: 

Raider I-class Corvette (44)
• Admiral Sloane (24)
• Corvus (2)
• Hondo Ohnaka (2)
= 72 Points

Quasar Fire I-class Cruiser-Carrier (54)
• Squall (7)
• Skilled First Officer (1)
• Flight Controllers (6)
• Boosted Comms (4)
= 72 Points

Arquitens-class Command Cruiser (55)
• Centicore (3)
• Captain Needa (2)
• Engine Techs (8)
= 68 Points

Gozanti-class Cruisers (23)
• Comms Net (2)
= 25 Points

Gozanti-class Cruisers (23)
• Comms Net (2)
= 25 Points

Squadrons:
• Colonel Jendon - Lambda-class Shuttle (23)
• Darth Vader - TIE Defender Squadron (25)
• Maarek Stele - TIE Defender Squadron (21)
• Saber Squadron - TIE Interceptor Squadron (12)
• 2 x TIE Defender Squadron (32)
• TIE Interceptor Squadron (11)
• Valen Rudor - TIE Fighter Squadron (13)
= 137 Points

Total Points: 396",Empire,,,,Admiral Sloane,396,,,,,,,1246
,,"Name: 
Faction: Republic
Commander: Bail Organa (28)

Assault: 
Defense: 
Navigation: 

Consular-class Armed Cruiser (37)
• Bail Organa (28)
• Radiant VII (1)
• Clone Captain Silver (4)
• Munitions Resupply (3)
= 73 Points

Venator II-class Star Destroyer (100)
• Tranquility (7)
• Clone Navigation Officer (4)
• Veteran Gunners (5)
• SPHA-T (7)
• Thermal Shields (5)
• Ordnance Pods (3)
• XI7 Turbolasers (6)
= 137 Points

Venator II-class Star Destroyer (100)
• Clone Navigation Officer (4)
• Veteran Gunners (5)
• SPHA-T (7)
• Thermal Shields (5)
• Ordnance Pods (3)
• XI7 Turbolasers (6)
= 130 Points

Squadrons:
• Axe - V-19 Torrent Squadron (17)
• Kickback - V-19 Torrent Squadron (16)
• 2 x V-19 Torrent Squadron (24)
= 57 Points

Total Points: 397",Republic,,,,Bail Organa,397,,,,,,,1247
,,"Name: 
Faction: Empire
Commander: Admiral Motti (24)

Assault: 
Defense: 
Navigation: 

Victory I-class Star Destroyer (73)
• Admiral Motti (24)
• Minister Tua (2)
• Ordnance Experts (4)
• Reinforced Blast Doors (5)
• Assault Proton Torpedoes (4)
• XI7 Turbolasers (6)
= 118 Points

Imperial II-class Star Destroyer (120)
• Relentless (3)
• Emperor Palpatine (3)
• Gunnery Team (7)
• Reinforced Blast Doors (5)
• XI7 Turbolasers (6)
= 144 Points

Squadrons:
• Darth Vader - TIE Defender Squadron (25)
• Tel Trevura - JumpMaster 5000 (17)
• 4 x VT-49 Decimator (88)
= 130 Points

Total Points: 392",Empire,,,,Admiral Motti,392,,,,,,,1248
,,"Name: 
Faction: Rebel
Commander: General Dodonna (20)

Assault: 
Defense: 
Navigation: 

CR90 Corvette A (44)
• General Dodonna (20)
• Jaina's Light (5)
• Turbolaser Reroute Circuits (7)
= 76 Points

MC30c Torpedo Frigate (63)
• Foresight (10)
• Lando Calrissian (4)
• Ordnance Experts (4)
• Assault Proton Torpedoes (4)
• H9 Turbolasers (8)
= 93 Points

CR90 Corvette B (39)
• Dodonna's Pride (4)
= 43 Points

GR-75 Medium Transports (18)
• Adar Tallon (10)
• Boosted Comms (4)
= 32 Points

GR-75 Medium Transports (18)
• Quantum Storm (1)
• Toryn Farr (7)
= 26 Points

Squadrons:
• Corran Horn - E-wing Squadron (22)
• Gold Squadron - Y-Wing Squadron (12)
• Hera Syndulla - Ghost (28)
• Mart Mattin - Sato's Hammer (22)
• Norra Wexley - Y-Wing Squadron (17)
• Rogue Squadron - X-wing Squadron (14)
• YT-2400 (16)
= 131 Points

Total Points: 398",Rebel,,,,General Dodonna,398,,,,,,,1249
,,"Name: 
Faction: Empire
Commander: Admiral Sloane (24)

Assault: 
Defense: 
Navigation: 

Onager-class Testbed (116)
• Admiral Sloane (24)
• Governor Pryce (6)
• Ordnance Experts (4)
• Sensor Team (5)
• Engine Techs (8)
• Orbital Bombardment Particle Cannons (5)
= 168 Points

Quasar Fire I-class Cruiser-Carrier (54)
• Squall (7)
• Taskmaster Grint (5)
• Flight Controllers (6)
• Boosted Comms (4)
= 76 Points

Gozanti-class Cruisers (23)
• Hondo Ohnaka (2)
= 25 Points

Squadrons:
• Colonel Jendon - Lambda-class Shuttle (23)
• Darth Vader - TIE Defender Squadron (25)
• Maarek Stele - TIE Defender Squadron (21)
• Saber Squadron - TIE Interceptor Squadron (12)
• 3 x TIE Interceptor Squadron (33)
• Valen Rudor - TIE Fighter Squadron (13)
= 127 Points

Total Points: 390",Empire,,,,Admiral Sloane,390,,,,,,,1250
,,"Name: 
Faction: Empire
Commander: Moff Jerjerrod (23)

Assault: 
Defense: 
Navigation: 

Onager-class Testbed (116)
• Moff Jerjerrod (23)
• Intel Officer (7)
• Sensor Team (5)
• Ordnance Experts (4)
• Engine Techs (8)
• Orbital Bombardment Particle Cannons (5)
= 168 Points

Onager-class Testbed (116)
• Governor Pryce (6)
• Sensor Team (5)
• Ordnance Experts (4)
• Engine Techs (8)
• Orbital Bombardment Particle Cannons (5)
= 144 Points

Gozanti-class Cruisers (23)
• Comms Net (2)
= 25 Points

Gozanti-class Cruisers (23)
• Comms Net (2)
= 25 Points

Squadrons:
• Tel Trevura - JumpMaster 5000 (17)
• Valen Rudor - TIE Fighter Squadron (13)
= 30 Points

Total Points: 393",Empire,,,,Moff Jerjerrod,393,,,,,,,1251
,,"Name: 
Faction: Republic
Commander: Bail Organa (28)

Assault: 
Defense: 
Navigation: 

Venator II-class Star Destroyer (100)
• Bail Organa (28)
• Tranquility (7)
• Ruthless Strategists (4)
• Thermal Shields (5)
• Ordnance Pods (3)
• Mercy Mission (5)
= 152 Points

Consular-class Armed Cruiser (37)
• Radiant VII (1)
• Bomber Command Center (8)
= 46 Points

Consular-class Armed Cruiser (37)
= 37 Points

Consular-class Armed Cruiser (37)
= 37 Points

Squadrons:
• Anakin Skywalker - Delta-7 Aethersprite Squadron (24)
• Axe - V-19 Torrent Squadron (17)
• 6 x BTL-B Y-wing Squadron (60)
• Kickback - V-19 Torrent Squadron (16)
• Matchstick - BTL-B Y-wing Squadron (16)
= 133 Points

Total Points: 400",Republic,,,,Bail Organa,400,,,,,,,1252
,,"Name: 
Faction: Republic
Commander: Luminara Unduli - Delta-7 Aethersprite Squadron (23)

Assault: 
Defense: 
Navigation: 

Venator II-class Star Destroyer (100)
• Luminara Unduli - Delta-7 Aethersprite Squadron (23)
• Tranquility (7)
• Clone Captain Silver (4)
• Local Fire Control (4)
• SPHA-T (7)
• Thermal Shields (5)
• Ordnance Pods (3)
• DBY-827 Heavy Turbolasers (3)
= 156 Points

Venator II-class Star Destroyer (100)
• Expert Shield Tech (5)
• Local Fire Control (4)
• SPHA-T (7)
• Thermal Shields (5)
• Ordnance Pods (3)
• DBY-827 Heavy Turbolasers (3)
= 127 Points

Pelta-class Transport Frigate (45)
• Projection Experts (6)
• Munitions Resupply (3)
= 54 Points

Pelta-class Transport Frigate (45)
• Projection Experts (6)
• Parts Resupply (3)
= 54 Points

Squadrons:
= 0 Points

Total Points: 393",Republic,,,,Luminara Unduli,393,,,,,,,1253
,,"Name: 
Faction: Republic
Commander: Bail Organa (28)

Assault: 
Defense: 
Navigation: 

Venator II-class Star Destroyer (100)
• Bail Organa (28)
• Tranquility (7)
• Skilled First Officer (1)
• Ruthless Strategists (4)
• Thermal Shields (5)
• Flag Bridge (0)
• Ordnance Pods (3)
• Linked Turbolaser Towers (7)
• Mercy Mission (5)
= 160 Points

Pelta-class Transport Frigate (45)
• Projection Experts (6)
• Bomber Command Center (8)
= 59 Points

Consular-class Armed Cruiser (37)
• Radiant VII (1)
• Hondo Ohnaka (2)
• Comms Net (2)
= 42 Points

Squadrons:
• Anakin Skywalker - Delta-7 Aethersprite Squadron (24)
• Axe - V-19 Torrent Squadron (17)
• 6 x BTL-B Y-wing Squadron (60)
• Delta-7 Aethersprite Squadron (17)
• Kickback - V-19 Torrent Squadron (16)
= 134 Points

Total Points: 390",Republic,,,,Bail Organa,390,,,,,,,1254
,,"Name: 
Faction: Republic
Commander: Bail Organa (28)

Assault: 
Defense: 
Navigation: 

Pelta-class Transport Frigate (45)
• Bail Organa (28)
• TB-73 (5)
• Clone Captain Zak (5)
• Projection Experts (6)
• Reinforced Blast Doors (5)
• Munitions Resupply (3)
= 97 Points

Acclamator II-class Assault Ship (71)
• Implacable (4)
• Ordnance Experts (4)
• Thermal Shields (5)
• External Racks (4)
• Linked Turbolaser Towers (7)
= 95 Points

Victory I-class Star Destroyer {GAR} (73)
• Barriss Offee (6)
• Auxiliary Shields Team (3)
• Ordnance Experts (4)
• SPHA-T (7)
• Assault Concussion Missiles (5)
• External Racks (4)
= 102 Points

Victory I-class Star Destroyer {GAR} (73)
• Adi Gallia (3)
• Projection Experts (6)
• Ordnance Experts (4)
• SPHA-T (7)
• Assault Concussion Missiles (5)
• External Racks (4)
= 102 Points

Squadrons:
= 0 Points

Total Points: 400",Republic,,,,Bail Organa,400,,,,,,,1255
,,"Name: 
Faction: Separatist
Commander: Admiral Trench (32)

Assault: 
Defense: 
Navigation: 

Providence-class Dreadnought (97)
• Admiral Trench (32)
• Invincible (5)
• Tikkes (2)
• Flight Controllers (6)
• Thermal Shields (5)
• Boosted Comms (4)
• Point Defense Ion Cannons (6)
• Linked Turbolaser Towers (7)
= 164 Points

Hardcell-class Transport (47)
• Rune Haako (4)
• Hondo Ohnaka (2)
• Bomber Command Center (8)
= 61 Points

Gozanti-class Cruisers {CIS} (24)
= 24 Points

Squadrons:
• DBS-404 - Hyena-class Droid Bomber Squadron (17)
• DIS-T81 - Droid Tri-Fighter Squadron (17)
• 2 x Droid Tri-Fighter Squadron (22)
• 3 x Hyena-class Droid Bomber Squadron (33)
• Phlac-Arphocc Prototypes - Droid Tri-Fighter Squadron (18)
• Vulture-class Droid Fighter Squadron (8)
• Wat Tambor - Belbullab-22 Starfighter Squadron (18)
= 133 Points

Total Points: 396",Separatist,,,,Admiral Trench,396,,,,,,,1256
,,"Name: 
Faction: Empire
Commander: Admiral Sloane (24)

Assault: 
Defense: 
Navigation: 

Raider I-class Corvette (44)
• Admiral Sloane (24)
• Corvus (2)
= 70 Points

Quasar Fire I-class Cruiser-Carrier (54)
• Squall (7)
• Skilled First Officer (1)
• Flight Controllers (6)
• Boosted Comms (4)
• Expanded Hangar Bay (5)
= 77 Points

Arquitens-class Light Cruiser (52)
• Centicore (3)
• Captain Needa (2)
• Turbolaser Reroute Circuits (7)
= 64 Points

Gozanti-class Cruisers (23)
• Comms Net (2)
= 25 Points

Gozanti-class Cruisers (23)
= 23 Points

Squadrons:
• Colonel Jendon - Lambda-class Shuttle (23)
• Darth Vader - TIE Defender Squadron (25)
• Maarek Stele - TIE Defender Squadron (21)
• Mauler Mithel - TIE Fighter Squadron (15)
• Saber Squadron - TIE Interceptor Squadron (12)
• 2 x TIE Defender Squadron (32)
• TIE Fighter Squadron (8)
= 136 Points

Total Points: 390",Empire,,,,Admiral Sloane,390,,,,,,,1257
,,"Name: 
Faction: Empire
Commander: Admiral Sloane (24)

Assault: 
Defense: 
Navigation: 

Imperial Star Destroyer Kuat Refit (112)
• Admiral Sloane (24)
• Relentless (3)
• Governor Pryce (6)
• Ordnance Experts (4)
• Electronic Countermeasures (7)
• External Racks (4)
• Overload Pulse (6)
= 166 Points

Quasar Fire I-class Cruiser-Carrier (54)
• Squall (7)
• Flight Controllers (6)
• Expanded Hangar Bay (5)
• Boosted Comms (4)
= 76 Points

Gozanti-class Cruisers (23)
• Comms Net (2)
= 25 Points

Squadrons:
• Black Squadron - TIE Fighter Squadron (9)
• Colonel Jendon - Lambda-class Shuttle (23)
• Darth Vader - TIE Defender Squadron (25)
• Maarek Stele - TIE Defender Squadron (21)
• Mauler Mithel - TIE Fighter Squadron (15)
• Saber Squadron - TIE Interceptor Squadron (12)
• 2 x TIE Defender Squadron (32)
= 137 Points

Total Points: 400",Empire,,,,Admiral Sloane,400,,,,,,,1258
,,"Name: 
Faction: Empire
Commander: Admiral Motti (24)

Assault: 
Defense: 
Navigation: 

Imperial II-class Star Destroyer (120)
• Admiral Motti (24)
• Reeva Demesne (4)
• Electronic Countermeasures (7)
• Leading Shots (5)
• XI7 Turbolasers (6)
= 166 Points

Gladiator I-class Star Destroyer (56)
• Demolisher (10)
• Admiral Montferrat (5)
• Ordnance Experts (4)
• Assault Proton Torpedoes (4)
= 79 Points

Gozanti-class Cruisers (23)
• Comms Net (2)
= 25 Points

Squadrons:
• Colonel Jendon - Lambda-class Shuttle (23)
• Darth Vader - TIE Defender Squadron (25)
• 2 x Firespray-31 (36)
• Maarek Stele - TIE Defender Squadron (21)
• Morna Kee - VT-49 Decimator (27)
= 132 Points

Total Points: 400",Empire,,,,Admiral Motti,400,,,,,,,1259
,,"Name: 
Faction: Separatist
Commander: Kraken (30)

Assault: 
Defense: 
Navigation: 

Recusant-class Light Destroyer (85)
• Kraken (30)
• Nova Defiant (4)
• Tikkes (2)
• Reserve Hangar Deck (4)
• External Racks (4)
• Quad Turbolaser Cannons (10)
= 139 Points

Providence-class Carrier (102)
• Rune Haako (4)
• Thermal Shields (5)
• Reserve Hangar Deck (4)
• External Racks (4)
• Point Defense Ion Cannons (6)
• Quad Turbolaser Cannons (10)
• Intensify Firepower! (6)
= 141 Points

Hardcell-class Battle Refit (50)
• Reserve Hangar Deck (4)
= 54 Points

Gozanti-class Cruisers {CIS} (24)
• Ion Cannon Batteries (5)
= 29 Points

Squadrons:
• 4 x Vulture-class Droid Fighter Squadron (32)
= 32 Points

Total Points: 398",Separatist,,,,Kraken,398,,,,,,,1260
,,"Name: 
Faction: Empire
Commander: Moff Jerjerrod (23)

Assault: 
Defense: 
Navigation: 

Star Dreadnought Assault Prototype (250)
• Moff Jerjerrod (23)
• Ravager (4)
• Agent Kallus (3)
• Governor Pryce (6)
• Intel Officer (7)
• Gunnery Team (7)
• Quad Laser Turrets (5)
• Point-Defense Reroute (5)
• Leading Shots (5)
• Heavy Ion Emplacements (9)
• H9 Turbolasers (8)
• Linked Turbolaser Towers (7)
= 339 Points

Gozanti-class Cruisers (23)
• Darth Vader (4)
• Comms Net (2)
= 29 Points

Gozanti-class Cruisers (23)
• Comms Net (2)
= 25 Points

Squadrons:
= 0 Points

Total Points: 392",Empire,,,,Moff Jerjerrod,392,,,,,,,1261
